Average Time Per Insertion,Average Time Per Search,Total Collisions,Space Complexity
11440300,1642800,327,4130000
14800200,1878500,248,4594976
12023400,1595700,251,5326176
12971600,1933100,255,5544288
12186400,1291800,314,5624354
