Average Time Per Insertion,Average Time Per Search,Total Collisions,Space Complexity
25412001,12066100,0,16000000
347721500,6884100,1,16008001
16404800,9140000,0,16000000
14949800,8020700,0,16000000
14695099,8755700,0,16000000
