Average Time Per Insertion,Average Time Per Search,Total Collisions,Space Complexity
41046500,20120600,0,36000000
2710168000,23158600,6,36072036
3205300400,20275800,8,36096064
797151200,21386300,2,36024004
6062460800,23467300,12,36144144
