Average Time Per Insertion,Average Time Per Search,Total Collisions,Space Complexity
1954595500,23259900,3,36036009
995902000,24948100,2,36024004
8473632000,24695300,17,36204289
1524555300,22523400,5,36060025
725593900,22658000,2,36024004
