Average Time Per Insertion,Average Time Per Search,Total Collisions,Space Complexity
5325060400,19581900,32,16257024
2277781301,17650900,17,16136289
9818868801,17442100,59,16475481
1115229700,17332400,11,16088121
3830936000,107969000,38,16305444
